text,label,source,anime
yxllove,neutral,bilibili,比宇宙更远的地方
回复 悠悠云锦 饿，我以为就教了14个呢。要是就教了14个全凉了他还没有一点怀疑真的太bug了，简直就是脑子不好使,negative,bilibili,鬼灭之刃
非常扎实的运动番，值得一看。配乐令人印象深刻，每集的ed插入都燃的要死。ep27配角单元回设计挺棒，没有依赖主角，而是根据配角的性格去创造解法，形象一下就鲜活起来了；整体看下来演出有些过于平淡了（音乐带飞了），加上节奏偏慢，除了最后一集之外没有哪一集能完全调动起我的情绪。场景和故事类型单一，后期会有些审美疲劳。不过细节上还是能看出很多小巧思，小光的成长轨迹也非常自然，一直有看下去的欲望；最后看到小光从一个傻小孩变成帅哥也是感慨万千啊。,neutral,bangumi,棋魂
折木已经在仓库外面蹲了多久的千反田了？bushi,negative,bilibili,冰菓
孙女：time vent！,neutral,bilibili,虚构推理 第二季
MVP结算动画,negative,bilibili,mygo
回复 北冥ALIVE 兴致全无,neutral,bilibili,埃罗芒阿老师
zack：妻管严醋坛子        ray：记仇jpg,neutral,bilibili,Angels of Death
分析的好棒，对于初中时候看的FSN然后又玩了游戏而言，还是更喜欢FSN啊,positive,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
回复 御手洗洁宝 双厨狂喜。（辉夜大小姐第一季的op的歌词空耳像是哦辣妹米4444达。,negative,bilibili,岸边露伴 一动也不动
key社三部曲补番第三部，之前就发现渚是传颂之物柚叶的CV，还都是病弱设定，没想到命运也是一样生完女儿就走了。制作和情感表现都非常优秀，可惜最后几集的关键剧情都被剧透过了,positive,bangumi,CLANNAD 〜AFTER STORY〜
豆瓣标记220709：萌即正义的标杆之作。 柊姐妹的人设和CLANNAD的藤林姐妹好像啊，是巧合吗？ 超喜欢Lucky Channel，神晶小姐（CV今野宏美）真是收放自如啊。,positive,bangumi,幸运星
Dana I,negative,bilibili,鬼灭之刃 柱训练篇
也是头铁，不会掩护c8击杀b也可以啊,neutral,bilibili,Fate/Zero 第一季
注意这个走步姿势和男主第一次上台时的一样甚至都是shuj guai顺拐,negative,bilibili,四月是你的谎言
造福我的兄弟VAV,neutral,bilibili,转生成蜘蛛又怎样！
666M属性发力了,positive,bilibili,鬼灭之刃 刀匠村篇
wryyyyyyy！,neutral,bilibili,魔女之旅
history细胞，？,neutral,bilibili,工作细胞 第二季
呆jio布,neutral,bilibili,魔女之旅
"这部是自我看动漫以来遇到的所涵盖面（情感上）最广的作品，友情、亲情、爱情已经数不清在品鉴这部作品时眼睛模糊的次数了。CLANNAD的成功之处在于每个故事线中的每个人物，他们的形象塑造的相当到位，人物形象是饱满的，每个角色都有自己独一无二的性格特点，而在故事中人性又展现地淋漓尽致，所以每个故事都能在不同的方面触动我们的心弦，引起强烈的共鸣，而且所有的人物他们不是同时出现在“我”的身边，而是贯穿“我”的一生，在人生的不同阶段给予我们不一样的感动，这也是CL能给我们留下深刻印象的因素。

春原兄妹篇真是令我感受深刻的故事线，春原这小子也是所有角色中给我印象最深的，平时一起陪你疯闹笑，一有事也不逃，要么挺身而出，要么犀利地指出问题的关键，人生若有如春原般的朋友，那也是值了。

永远的经典，永远的CLANNAD  摘自23年我的steam游戏评",positive,bangumi,CLANNAD 〜AFTER STORY〜
oi  oi  oi  oi,neutral,bilibili,魔女之旅
回复 Lateloveforyou可我觉得考级是对自己学钢琴的一个见证认可，所以拥有证书感觉也挺好的,positive,bilibili,四月是你的谎言
486也是i，假装e吓到nina了,negative,bilibili,少女乐队的呐喊
回复 Chitanda17 可惜，这颗是钚弹,negative,bilibili,异度侵入 ID:INVADED
"我简直笑死了，正在气制作组不给我们看ray的微笑，转头就在zack的回忆中给了。
我的天哪，居然自带八百米厚的男友滤镜，zack你是什么情窦初开的少女吗？？？？？",neutral,bilibili,Angels of Death
补标，虽然是很优秀，但tmd85分有点太高了吧,neutral,bangumi,猫的协奏曲
鼓手感觉有点死了ovo,negative,bilibili,少女乐队的呐喊
Md只在Clannad和这里哭过，c,neutral,bilibili,比宇宙更远的地方
煞 sha一声,negative,bilibili,魔女之旅
伸手即可抓到流星的男人发现了自己永远无法改变后选择了自杀。后面几集无聊的跟jerry似的,positive,bangumi,瑞克和莫蒂 第二季
致敬传奇女教师sawa酱,positive,bilibili,少女乐队的呐喊
怎么这么像NPC呢？,neutral,bilibili,魔女之旅
突然出现的意义不明的gala立绘jpg,neutral,bilibili,颂乐人偶
"8Yuki酱，Yuki酱，Yuki酱
（设定前卫",positive,bangumi,凉宫春日的消失
S（94）如果说对这部作品最好的评价那一定就是“有趣”，猎人仿佛有一种魔力吸引我一直看下去，即使有60多集我却觉得很短一般。猎人考试占了整部动画一半的时长（31集），不仅不觉得拖沓还完美刻画了一段美好的友情，而且里面的每一轮的考核设计得也很不错，很多展开都出乎我的意料，让我有种原来还可以这样做的奇妙的感觉。本以为猎人考试结束后就没有什么有趣的情节了，没想到后面的情节一样精彩，先是主角团一起去到杀人家族的家找奇犽同时遇到重重挑战，奇犽事件结束后几个人分开了并约定在一个日子重聚，之后大部分都是小杰和奇犽的基情日常了最精彩的还是幻影旅团出现在黑帮拍卖会的情节，一直很期待打起来结果结局又往我意料之外的方向展开了。总之动画擅长挖坑并将世界观逐渐扩大，但这些坑（新设定）又十分有趣，一些情节的设计又十分巧妙，让我在追番的旅途中不会那么无聊，这就是猎人的魅力。,positive,bangumi,猎人
十年dd老粉不请自来,neutral,bilibili,少女乐队的呐喊
anon：不是，你们c团都喜欢一休尼这一块吗？,negative,bilibili,颂乐人偶
gbc神，优秀的三渲二画面表现，性格鲜明的五位主角，完美的 live 演出，nina 无疑是最摇滚的，参团率百分百，这几个人真的很完美，性格互补,positive,bangumi,girls band cry
？！！惊现届不到！！hhhhh,negative,bilibili,夏目友人帐 第七季
Taki：“天呐这简直就是我”,negative,bilibili,少女乐队的呐喊
牛尾杀疯啦！音乐很棒，虽然目前故事整体温馨但却处处透露着压抑的氛围，期待一波阿姨或者学生妹崩溃产生的剧情冲突，当学生妹真正面对她父母离世的事实时会是怎么样呢？会大哭吗！还是淡然的释怀？希望情绪激烈点！好奇！好奇！感觉89集的时候就该炸啦好期待啊 ！ep9“我听不懂你们在说什么”住在异国的各种不同的人。我的未来在哪里？我想要做什么？我不知道我很生气。ep12 我要去试着改变，虽然不知道会发生什么。加油啊！神结尾，远远超越平稳落地的结尾，父母牵着朝的手不断向前，朝不断成长，明白自己真正的希望。好美,positive,bangumi,异国日记
Ky的人玩过第五人格吗？就在这ky，麻烦发下庄园生涯,negative,bilibili,Angels of Death
能不能别ky了好烦啊,negative,bilibili,鬼灭之刃 游郭篇
回复 1stDogma 我看了下时间，铁子，你是被绯红之王删了一年吗？！那可是一年半之后！！！,negative,bilibili,碧蓝之海
回复 locker1860 （）我就不乐意看书，等更新得了,neutral,bilibili,青春猪头少年不会梦到兔女郎学姐
整体来说还是有好玩的地方的，有的演出也比较有劲比较骚，但是我还是不太觉得整部动画成功表达了什么深意的东西。可能是我所处的时代和作品的时代差的比较多所以有些象征和隐喻不能传达给我。而且我也不喜欢看完一部动画故意去找很深刻的分析文章看来反复揣度“作品的背后含义”。我觉得一部好的作品就应该让人能够理解，比如MONSTER那样的。另外，和MONSTER一样，老作品总会有一些玩梗桥段或者剧情套路或者拖时间的总集篇单元会，不过这部作品的总集篇还是有些有趣的。总共39集的含量，感觉还是不会推荐给自己的朋友们看。所以思前想后还是只能给6分。相比而言可能还是少女歌剧这样的作品更适合现代年轻人的经历和生活，并且演出也很精彩甚至更胜一筹。PS 欧蒂娜的公主装还有ED1的开头确实很漂亮，ED1也很有迫力，被凤晓生攻陷的那一集也很有意思。,neutral,bangumi,少女革命
1、与第一季相比稍欠，但依然精彩； 2、人与人之间的关系何尝不是人与自然？； 3、文艺青年的最爱； 4、强烈推荐原著漫画； 5、难以跳过的OP与ED；,positive,bangumi,虫师 续章 第2部分
zacK不是道具，是人如其名的人！！！,negative,bilibili,Angels of Death
这届bug在哪？乐。一群被海克力斯打着玩的也bug？,positive,bilibili,Fate/Zero 第一季
回复 strong盐！能把上集的坑填了就不错了,negative,bilibili,欢迎来到实力至上主义的教室
回复 吉良jo吉影 那个时候经常推JOJO的燃剪，我是好奇心过强。。。入坑的,positive,bilibili,JOJO的奇妙冒险 星尘远征军
有空我补一下评论202626日补标，作为一部公认的、颠覆类型的现象级百合作品，我当时的情绪更像是在鉴赏一个精妙的悲剧，而不是被卷入其中感到心痛，没有体会到传说中那种巨大的致郁感和后劲，仿佛我的共情神经对老虚那种精心计算的戏剧性极强的悲剧命运有了抗体（ ）看着晓美焰一次次轮回，最终鹿目圆为了终结绝望的因果而升维成概念，整个故事的构架和悲剧美学无疑是一流的，我很理解为什么那么多人被“刀”得死去活来，爱的战士的名号绝非虚传，但我只能给个推荐分ww,neutral,bangumi,魔法少女小圆
单元剧的教科书。已购买偶像大师OFA、偶像大师2G4U动画Bluray套装。,positive,bangumi,偶像大师
king,neutral,bilibili,颂乐人偶
上站：Free,neutral,bilibili,四月是你的谎言
这季出崎统个人风格化的演出运营更加得心应手，个别集数大量harmony、摇镜高频运用表现了其对作品愈加倾注的热情。力石之后的内容补足了原作，由此带来的是丈的性格在观感上终于有了质的突破，凝练了丈的人物弧光的刻画和贯穿全篇的命运戏弄。最后在与荷西一战中“燃尽了，只留下雪白的灰”载入史册的名场景的诞生，人物的羁绊，野性与神性的交织，浪漫主义与宿命论的对抗，都随着悠长的蓝调渐渐消逝在了夕阳下,positive,bangumi,明日之丈2
aoi,neutral,bilibili,比宇宙更远的地方
早期大杂烩，参考矛盾螺旋，bsd，为啥一个剧场版也能割裂得像单元剧确实不如tv版的主线，怎么直接成神降维打击了但观感还是比第一部好些,neutral,bangumi,攻壳机动队2 无罪
到底在义忍99干啥，又没提到cp9什么,negative,bilibili,鬼灭之刃 柱训练篇
只喜欢eva本篇的应该做不出那么多诡异的解读，想来全是air真心为你粉丝的锅,positive,bangumi,新世纪福音战士剧场版 Air/真心为你
开始上debuff了,neutral,bilibili,四月是你的谎言
回复 btdy US到底是哪个变态让我们上游戏去送的,negative,bilibili,刀剑神域 爱丽丝篇 异界战争
回复 WayneW 说真的我甚至怀疑帝国篇开始就是找个水货代笔了,negative,bilibili,关于我转生变成史莱姆这档事 转生史莱姆日记
虽然很疯狂，但是算是一个合理且完整的结局。NERV最惨重的一次牺牲不是来自使徒而是同样的人类，讽刺又现实。先是理解了母亲、走出心理创伤，又第一个从LCL海里醒来，惣流明日香或成旧世界唯一赢家。虽然全人类变橙汁，但是也说了只要想就可以醒来，其实也是带有希望的结局。,positive,bangumi,新世纪福音战士剧场版 Air/真心为你
85 去现场看了对邦live  就放轻松不带脑子不思考地看，完全让氛围带着走，观感挺有意思的。猫猫那句有趣的女孩子好精髓。 ep6之前的观感太棒太精彩了,positive,bangumi,颂乐人偶
RING,neutral,bilibili,少女乐队的呐喊
在迟到的出租上看完最后一集，我对女乐有白月光和刻板印象，所以mygo实则一直在挑衅我。几次演出的live都做得相当好，op和ed也都好听，在没有补番前就能哼出几句春日影，当时也实时追到了第一次演出，没继续看的原因忘记了，但现在看完是有种隐隐的羡慕嫉妒（？），毕竟高中能自由自在的组建少女乐队真是让人感叹“年轻真好”。可能我挑选的入坑时机是在Ave Mujica之后，所以对情绪高潮的几个情节完全接受良好，每个人的形象居然以外的靠谱丰满，在短短的剧情里塞进如此亮眼的人物塑造还带着东亚特有的别扭感，还挺惊讶的，没有隐形人已经是乐队番非常优秀的操作了。主角里更喜欢千早爱音，因为整季里也最喜欢她直面自己的逃避的那集，从她身上能看到很多部分的自己，所以有怜惜更有骄傲，看到她最后也都在实现心愿和梦想真的很欣慰。爱音的性格真是比我好10000倍，好想成为。,neutral,bangumi,mygo
索伯发动机绷不住了，什么GP2engine,negative,bilibili,少女乐队的呐喊
“钻石需要用钻石来打磨”JPG,negative,bilibili,魔女之旅
大和号以来的日本动画大致有两股潮流，即改变世界与改变自己，其中前者来自于对社会的不满，后者则可看作是前者失败（学潮退去）以后的结果。本作的有趣之处则在于同时放弃了两者，既不改变世界（对此表现得毫无兴趣），也拒绝改变自己（体现为主人公的自恋），一味地游荡在人生之外的世界（伊蕾娜对小说的执着），沉浸于虚构出的旅行者魔女身份中（唯有魔女这般上层阶级方能悠然观察人生），正可谓悲观的乐观、消极的积极。由此，最后的敌人是“残暴的我”也就不足为奇了，因为她产生了不满足的心理，试图改变世界与自己。反对者大概会指出此种风格反映出了精英阶层的懦弱吧，不过我非常喜欢这种不肆意审判人与事物的风格。当然有ep6这种集数在，有可能上述一切都是我自作多情了。“我还想继续旅行，想悠闲地做自己喜欢的事。总感觉要是察觉到什么，我自由的旅行就会结束” “愿我今后依然只是一介旅人。”,neutral,bangumi,魔女之旅
“邓超 out”（跪地抱头痛哭）“oh baby我那么信任你”,neutral,bilibili,四月是你的谎言
看番历年来的top3。在核心主角塑造鲜明，带给人感染的同时，做到了很好的群像。无论是竞争对手的麦昆，还是单篇悲情米浴的故事，乃至“杂鱼”的双涡轮。791012我个人认为都是神集，后面简直是神集批发。整体作品的扬抑做的很好，开局无败二冠，受伤，付出战麦昆，接米浴，双涡轮，最后有马简直完美的节奏。甚至百合都有美味的11集可以吃，太过完美。12集最后ed互换歌唱的人更加是神。帝王的经历确实是天生该写出来做故事，唯一的遗憾是日本杯没做，多个1集或许会更好。依然满分。,positive,bangumi,赛马娘 Pretty Derby 第二季
咋说话呢蜜伊多多少少也得烧掉了梅普露20滴血吧，虽然一堆hp1更让人绝望。,negative,bilibili,因为太怕痛就全点防御力了
na，nanananananana,positive,bangumi,新世纪福音战士剧场版 Air/真心为你
666还有k友,positive,bilibili,少女乐队的呐喊
一种back to the future。人长得太大就会想变回小孩，而过去与回忆往往被修饰得过于美好。静止的夕阳太美丽了，迎接黑夜和新的白天需要勇气与陪伴。,neutral,bangumi,蜡笔小新：大人王国的反击
"我有祥子和睦是双胞胎姐妹的证据，图片可以看我的动态。
ether开头的星座，水瓶座被修改的部分是一半的摩羯座。",positive,bilibili,颂乐人偶
nenene,neutral,bilibili,比宇宙更远的地方
我怎么看每个w ，l 和p的数值都不一样,positive,bilibili,Angels of Death
一定会成为喜欢扭曲关系型的长颈鹿不能不品的传世之作，不磕CP也能看得很爽。算上早期的二创环境并且切割mujica的情况下，我愿称之为神作。,positive,bangumi,mygo
cowbooooooooooy,positive,bangumi,星际牛仔
回复 dhhhhe 嘛，红和黑如果想的话也可以女体化就是了（萌王：打咩）,positive,bilibili,关于我转生变成史莱姆这档事 第二季
睦：ber我不知道台词啊,positive,bilibili,颂乐人偶
1A救5A,positive,bilibili,JOJO的奇妙冒险 石之海
潘朵拉很萌的，你们不要黑他，然而是个中二。他可以变成任意至尊和NPC，并且保留百分之八十的实力。在智商上的设定也是大坟墓里最高的，然而是个中二。抛开雅儿贝德的妹妹那个BUG。潘朵拉可以说是整个坟墓里SOLO战力最强，智力最高，安子可是把他当作最后王牌的，然而是个中二。,positive,bilibili,OVERLORD
木村贵宏到底有没有把clamp的人设描歪，这就仁者见仁了,positive,bangumi,Code Geass 反叛的鲁路修R2
成为图书管理员的话，你可能会遇见另一个“Sakura”请吃红小豆吧！吃包,positive,bilibili,青春猪头少年不会梦到兔女郎学姐
fbk,neutral,bilibili,比宇宙更远的地方
买了fo冷,negative,bilibili,四月是你的谎言
202325一刷20251015二刷。山田尚子是神，要问利兹与青鸟的魅力，大概就是我一直都没有换掉希美与霙的手机封面吧。动画擅长用一些细节来刻画角色的情感，紧张时通过抚摸头发来缓解自己的心情，脚步声的不同反映角色心境的变化，角色腿部的镜头来体现此刻对话的各自的感情，配乐的起伏也表明铠冢霙与伞木希美两人之间的距离逐渐拉近。利兹与青鸟的故事不仅出现在童话书中，也出现在现实当中，通过乐章的形式映射现实里铠冢霙与伞木希美该如何回应彼此的感情，两位女主角细腻且深刻的对话让我完全沉浸在剧情当中。“我喜欢希美的笑声，喜欢希美说话的方式，喜欢希美的脚步声，喜欢希美的头发，喜欢希美的希美的全部。”“我喜欢霙的双簧管。”当那句“Happy Ice Cream！”说出时，让我不禁感慨女孩子之间的友谊真是美好呀！,positive,bangumi,莉兹与青鸟
wc 大晚上真的被吓死,negative,bilibili,异度侵入 ID:INVADED
这cv表，awsl,neutral,bilibili,比宇宙更远的地方
PTSD？,neutral,bilibili,四月是你的谎言
pro啊,negative,bilibili,比宇宙更远的地方
soyo在池袋 486在横滨,negative,bilibili,少女乐队的呐喊
初华：无所谓，mujica没解散就ok,neutral,bilibili,颂乐人偶
chuuye,neutral,bilibili,葬送的芙莉莲
回复 Annie粥 现在这个也是猪头帝了，但是是二代啊，感觉大部分人都认错了,positive,bilibili,关于我转生变成史莱姆这档事 转生史莱姆日记
黑发，jk，紫瞳！你是？,negative,bilibili,少女乐队的呐喊
kiss？那个5A面板？,neutral,bilibili,异度侵入 ID:INVADED
回复 Yqmqy 哪卷，17还是18,negative,bilibili,Re：从零开始的异世界生活 新编集版
虽然有些桥段有点意义不明，但总有很多让人感动的瞬间。人物塑造也是真的强大，虽然确实不喜欢眼睛麻花妹这类xp。另外歌都极其经典，ED一直算是最喜欢的anisong。可能唯一的问题是台词过于脱线导致不知道在做什么，另外动不动蹦出来的性暗示也有点过了。,positive,bangumi,化物语
75 世界上最悲伤的事情之一就是你想趁着讨论的狂潮也来插一脚的时候便从前方传来了烂尾的噩耗作为连接上城与下城最为重要的角色vi的塑造亮点不足。更致命的是作为武力派角色居然没有战斗力导致她也没有靠蛮力强行破局的能力，沦为了一个优柔寡断、戏份很多的沙包角色。所幸是杰斯塑造得十分出色，撑起了整部作品的观感。PS 金克斯纯巨婴不予置评,neutral,bangumi,英雄联盟：双城之战
【6510】仁菜那股子冲动鲁莽却又激情万丈的精神成为了全篇的最大内核，能否认同并欣赏仁菜对各种现实问题与矫揉造作进行横冲直闯是观看这部作品的一个门槛，从这点上看本作偏向理想与浪漫主义，如果对现实过分在意就会陷入无法进入心流的状态，我初看是也是如此，但在二刷后我坦然地进入了仁菜的节奏，跟着她一起闷头向前，此时的观看体验非常出彩，不仅仅是耗费心血的3d制作在视觉上与演出一同呈现了视觉盛宴，live歌曲更是在悦耳的基础上充分调动起了我渴望观看下去的欲望，但我实在是没想到这个结尾竟然如此糟糕以至于毁了我前面的所累积下来的激情，一方面是这个结局过分潦草轻率，粗暴把坑全填了之后留下第二季的预告这是很搞人心态的，而这结局的内核一反浪漫主义的美好，用现实迎头重击了主角团，后续的回旋让我看到精神全无，说到底gbc也算不上纯正的摇滚动画，但摇滚味被这结局一扫而空了,neutral,bangumi,girls band cry
486 YYDS,neutral,bilibili,少女乐队的呐喊
QQ弹弹的486,negative,bilibili,少女乐队的呐喊
486！o,neutral,bilibili,少女乐队的呐喊
回复 LetmeC丶 切绘不是认不出小埋吗,negative,bilibili,干物妹！小埋
想到Ksm了,neutral,bilibili,四月是你的谎言
我觉得番剧的评价是要考虑其续作情况的，没出续作前应谨慎评分；如果Mujica没那么烂的话，81还能理解，关键就是Mujica烂完了，仅看MyGO的话故事不算很完整，因此我只能给到7分；不过go的二创是我感觉还蛮有意思的，大家都挺能整活，内容产出是真的丰富,neutral,bangumi,mygo
这莫非CK邮局,negative,bilibili,魔女之旅
回复 丨foolish丨 说好不提的啊,negative,bilibili,OVERLORD
mujica go！！！！！,neutral,bilibili,颂乐人偶
看到结局时大脑一片空白，再看也只有极度的窒息感，为卡缪感到悲伤却也只能挤出几滴绝望的眼泪。卡缪，一个温柔，正义的男孩，本该与战争无缘，在时代的压迫下登上了亚加玛号，冠以NT之称担负杀人的责任，在无数战争和失去磨去了内心的棱角。战斗的洗练并未催熟卡缪的人格，强大的NT能力却使他听到了无数死亡的悲鸣；他期望通过NT获得理解，却发现立场这座大山驱使恋人、战友走向与自己的理想不同的道路，阻隔了心灵，使他失去着，孤独着。最终，哈曼撤退，西罗克战死，卡缪疯狂，奥古多少熟悉的面孔化为星际尘埃，乱麻般的战争在最后的炮声也停止后也并未给哪一方带来什么，只有卡缪眼中的蓝色的流星能使他真正从残酷与折磨中解脱出来；而我看到的，只有一滴时代的眼泪，流过血染的宇宙流过蔚蓝的地球，流过冰冷的MS，流过没有因卡缪的疯狂而改变丝毫、从未停止战争的历史,positive,bangumi,机动战士Z高达
"光头再一次和自己和解，倒a中有很多和光头最初的作品0079相对应或者相反的情节设计，借由此高达从一个宏观叙事的长篇大作变成一个更加注重每个角色情感和心理变化的作品。倒a的优点在于将高达变成一个表达工具，高达是角色情感和思想的表达载体而不是单纯的调动观众观看热情的木偶，不管怎么说这部作品是光头和观众与高达这部作品的双向和解
倒a中三赖子的机体动画令人折服",positive,bangumi,∀高达
不愧是你，猫b0t,positive,bilibili,四月是你的谎言
感觉不如一季  后面几集有用重口填补想象力不足之嫌  结尾so hurt,negative,bangumi,瑞克和莫蒂 第二季
不灭钻石，星尘斗士，这个反派乐队沾上这两个名字真是“Great”,negative,bilibili,少女乐队的呐喊
dering,neutral,bilibili,比宇宙更远的地方
"水星领航员 第三季
剧情（权重05：85
画面（权重02：8
音乐（权重02：8
题材（权重01：75
加权总分：82
bgm评分：8（83575",positive,bangumi,水星领航员 第三季
大半夜的，40个人一起来n刷吃冰吗,negative,bilibili,少女乐队的呐喊
SOI啊你是,neutral,bilibili,少女乐队的呐喊
回复 Shiori栞 b漫看不到，你可以去其他地方搜搜看,negative,bilibili,某科学的超电磁炮T
回复 熊嗨嗨乐 说是有后续在单行本 但是JM没有发现qwq,negative,bilibili,总之就是非常可爱 第二季
Realy dance的魔鬼,neutral,bilibili,比宇宙更远的地方
时隔多年再来补这个剧场版，看完之后给我的感觉就是，太神了。魔圆本身就有着很多设计的非常牛逼的设定，这个剧场版作为tv版的后续，真的是非常的优秀。制作方面不用说，就是天花板级别的，那些魔女的场面还有枪斗术，简直就是在烧钱。还有电影无时不刻的细节展现和比较隐晦和抽象的演出已经让这部作品注定不凡。剧情也是强到离谱，对魔圆这些设定的运用非常的好，情节跌宕起伏到可怕，同时也维持着其中的合理，真的是给我看爽了，从枪斗术开始就一直在惊叹。比较有意思的是，本作的百合浓度又更上一层楼了，红蓝cp的糖还是非常不错，而且圆焰已经到达可怕的地步了。总的来说，各方面都太神了，不禁让我感慨shaft还是太牛逼了吗。我现在就要看魔女的回天，快点出吧，我求你了（）,positive,bangumi,剧场版 魔法少女小圆 [新篇] 叛逆的物语
Cost off,neutral,bilibili,少女乐队的呐喊
0人提到了cp弹幕在88啥乐不乐,negative,bilibili,鬼灭之刃 柱训练篇
Yes yes yes yes,neutral,bilibili,魔女之旅
这段gif爱音就还是狠狠踢啊！,neutral,bilibili,颂乐人偶
F104“星战士”旱地拔葱 belike：,negative,bilibili,魔女之旅
OoO,neutral,bilibili,Angels of Death
好喜欢鸣女这句恕我拒绝ovo,positive,bilibili,鬼灭之刃 刀匠村篇
好作品，比起mygo来说更擅长用动作来表达人物思想，花田魔法确实是存在的，空之箱是遍体鳞伤的少女拼尽全力的嘶吼，空白与宣泄是少女们齐心协力向世界释放出的呐喊，cry从不是哭泣之意，而是呐喊之意，不想多说，也无需多说了,positive,bangumi,girls band cry
电波作，披着成熟外衣的小孩做的一个躁动、狂热、无所不能的梦，看完像被Raharu用吉他揍了一顿。以及好爽的作画，好爽的配乐。,positive,bangumi,FLCL
Mark 一下824看,negative,bangumi,机动警察剧场版2 和平保卫战
boing！！！,neutral,bilibili,比宇宙更远的地方
man，曼巴out,positive,bilibili,Angels of Death
03202024 C,negative,bangumi,进击的巨人 第三季
确实是UC集大成之作，两个小时的浓郁富野风格，把高达想表达的东西重新展示了一遍，制作倒是更上一层楼，然而其缺点也越发明显 台词尽管在作品外广为传颂以至于相当一部分都耳熟能详，但放在剧情中大多时候只是让人不明所以，其可解读性固然让本作在作品以外的生命力长盛不衰，但起码对我而言更多是笔力不逮而不是刻意设计的微言大义 情节上葵司的悲剧也不过是又一个强化人，至于哈萨维的傻逼情节更是让观感雪上加霜 至于人类的希望云云，过于荒谬的表现形式和空泛的表达也是无法打动我 总体来说不得不说UC世界观的确有其魅力，也奠定了日后高达故事的范本，但是单作为作品来看待不足之处也是比比皆是 大众的喜爱有其道理，但比起质量更多感觉还是情怀吧,neutral,bangumi,机动战士高达 逆袭的夏亚
大哥TAT,negative,bilibili,鬼灭之刃 柱训练篇
獻給所有One Piece粉絲的來信，願所有小小的勇氣都能開花結果。,positive,bangumi,航海王：粉丝来信
wc486！,neutral,bilibili,魔女之旅
相比前作tv，叙事密度有所降低的同时还少了很多扭曲要素，但画面质量和演出效果更上一层楼，且多了“人生如旷野，处处皆舞台，不断驰骋，奔赴群星”的主旨表达。在我看来，其实tv的故事本身已经很完整了，剧场版反而给我一种重复表达和强行续写的“画蛇添足”感，比起“续集”更接近“总集”，那我要开始发癫输出暴论了：或许Mujica那种毫无逻辑的“爆”要比本作这种“车轱辘话来回说”的“了无生趣”更高级，不过归根结底还是任性又贪婪的观众坏事做尽，“这都是你们的错哦”虽然上述种种问题仍然客观存在，但在“狂野荧幕巴洛克”的猛烈攻势之下，我还是决定擅自投降并单方面宣布与我自己的偏执和解了，上面的暴论就当作我的疯言疯语看一乐吧，毕竟我也要开始着手寻找下一个舞台了，我会令大家星光闪耀的,neutral,bangumi,剧场版 少女☆歌剧 Revue Starlight
听不腻的滑滑蛋，看不够的蓝白碗（bushi）音乐好听日常舒服画风可爱那还说啥了，9分给你就完了呗,positive,bangumi,轻音少女 第二季
Herethe world,neutral,bilibili,少女乐队的呐喊
我倒是提出了另一种可能：老头子甚至有可能是想帮婆婆完成“夙愿”才把她的名字也刻上去的，毕竟老婆婆也说了，她曾经想suicide但是没有勇气,positive,bilibili,虚构推理 第二季
回复 该用户装X 草 这波是dna紊乱,negative,bilibili,堀与宫村
我去 chuuya的配音！！！,negative,bilibili,葬送的芙莉莲
Saber瞳孔立正,neutral,bilibili,魔女之旅
高分 但是完全get不到 6星,neutral,bangumi,3月的狮子
ba！   ka！,neutral,bilibili,少女乐队的呐喊
回复 LLLLISU 其实你把无惨的话当成是对妓夫太郎说的就合理了起来,negative,bilibili,鬼灭之刃 游郭篇
我在看些什么啊，这是ai剧本吗，好莫名其妙啊，我感觉少了些什么,positive,bilibili,颂乐人偶
好狠的一招心疼QvQ,negative,bilibili,Angels of Death
回复 kristenG ！在哪里,negative,bilibili,路人超能100 III(灵能百分百 第三季)
ywz,neutral,bilibili,四月是你的谎言
ding,neutral,bilibili,少女乐队的呐喊
"跟着re视频重温。银英的着力点，还是在对不同时期、地区历史的提取化用，对出场各方人与事的共同讽刺。于字里行间陈古刺今、笔削褒贬、臧否人物。同僚间的促膝长谈，长对幼的谆谆教诲，意见相左者的唇枪舌剑，台词各有分说，符合人物的性格思维本身。有挥斥方遒的气魄，更重在浪漫、理想的光辉。因而它更合适的描述，是一个讽喻故事加上些许科幻、历史小说和戏剧的质感。这等辛辣与浪漫交织的风味，个人感觉迄今都在与它同类型的作品中足够突出。
此外还有一些可能独属于这部番的卓越之处：这是否为全世界改编完成度、统一性最高的太空科幻小说改影视剧？全程古典乐配乐，片段达800首以上，使用量是否可能为全世界单部动画中的最高纪录？『不落的黄金狮子旗』进不去，星之大海俱乐部还在。有些可惜，这些旧论坛，原本能提供一道窗口，让我们瞥见曾经国内银英爱好者们的那些讨论和二创，热情燃烧过的余烬",positive,bangumi,银河英雄传说
THORA,negative,bangumi,天空之城
对于大多数动画而言，剧情是其最主要的组成成分，其他元素都是围绕着剧情旋转的卫星罢了。然而FLCL却极端地弱化了剧情，只为突出剧情之外的主旨以及画面的表现力，确实可以称得上“意识流”了。喜欢ed,neutral,bangumi,FLCL
难不成mmk家也欠了168亿？,negative,bilibili,少女乐队的呐喊
“你这家伙满脑子都是soyorin呢”指爱音,neutral,bilibili,颂乐人偶
